id,fullname,fullname-revised,name,name-revised
WOS:000209506600463,"Coy, K.|Meyerson, B. E.|Ryder, P. T.|von Hippel, C.","Coy, Kelsey C.|Meyerson, Beth E.|Ryder, Priscilla T.|von Hippel, Christiana D. J.","Coy, K|Meyerson, BE|Ryder, PT|von Hippel, C","Coy, KC|Meyerson, BE|Ryder, PT|von Hippel, C"
WOS:000209506600475,"Arno, J. N.|Barclay, L.|Meyerson, B. E.|Rivera, I.|Van der Pol, B.|Zimet, G. D.","Arno, Janet N.|Barclay, Lynn|Meyerson, Beth E.|Rivera, I.|Van der Pol, Barbara J.|Zimet, Gregory D.","Arno, JN|Barclay, L|Meyerson, BE|Rivera, I|Van der Pol, B|Zimet, GD","Arno, JN|Barclay, L|Meyerson, BE|Rivera, I|Van Der Pol, B|Zimet, GD"
WOS:000209506600620,"Lawrence, C. A.|Meyerson, B. E.|Smith, J. S.","Lawrence, Carrie A.|Meyerson, Beth E.|Smith, J. S.","Lawrence, CA|Meyerson, BE|Smith, JS","Lawrence, CA|Meyerson, BE|Smith, JS"
WOS:000209729100005,"Coskunpinar, Ayca|Cyders, Melissa A.|Dir, Allyson L.|Karyadi, Kenny A.|Koo, ChungSeung","Coskunpinar, Ayca|Cyders, Melissa A.|Dir, Allyson L.|Karyadi, Kenny A.|Koo, ChungSeung","Coskunpinar, A|Cyders, MA|Dir, AL|Karyadi, KA|Koo, C","Coskunpinar, A|Cyders, MA|Dir, AL|Karyadi, KA|Koo, C"
WOS:000209835900007,"Earnest, Mark|Pfeifle, Andrea","Earnest, Mark A.|Pfeifle, Andrea L.","Earnest, M|Pfeifle, A","Earnest, MA|Pfeifle, AL"
WOS:000209861300492,"Lee, H.|Lin, H.","Lee, H.|Lin, Hsien Chang","Lee, H|Lin, H","Lee, H|Lin, HC"
WOS:000211285600002,"Aalsma, Matthew|Alexander, Andrew|Hood, Brittany|Salyers, Michelle|Schwartz, Katherine","Aalsma, Matthew C.|Alexander, Andrew O.|Hood, Brittany|Salyers, Michelle P.|Schwartz, Katherine","Aalsma, MC|Alexander, AO|Hood, BJ|Salyers, MP|Schwartz, K","Aalsma, MC|Alexander, AO|Hood, BJ|Salyers, MP|Schwartz, K"
WOS:000212245200009,"Applegate, Amy G.|Ballard, Robin H.|Bates, John E.|D'Onofrio, Brian M.|Hotzworth-Munroe, Amy|Rudd, Brittany N.","Applegate, Amy G.|Ballard, Robin H.|Bates, John E.|D'Onofrio, Brian M.|Hotzworth-Munroe, Amy|Rudd, Brittany N.","Applegate, AG|Ballard, RH|Bates, JE|D'Onofrio, BM|Hotzworth-Munroe, A|Rudd, BN","Applegate, AG|Ballard, RH|Bates, JE|D'Onofrio, BM|Hotzworth-Munroe, A|Rudd, BN"
WOS:000218463400004,"Balkrishnan, Rajesh|Davis, Scott A.|Feldman, Steven R.|Lin, Hsien-Chang","Balkrishnan, Rajesh|Davis, Scott A.|Feldman, Steven R.|Lin, Hsien-Chang","Balkrishnan, R|Davis, SA|Feldman, SR|Lin, HC","Balkrishnan, R|Davis, SA|Feldman, SR|Lin, HC"
WOS:000218914000003,"Ayuo, Paul O.|Gardner, Adrian|Helphinstine, Jill|Huskins, Jordan C.|Johnson, Cynthia S.|Litzelman, Debra K.|Machogu, Emily P.|Mining, Simeon|Stone, Geren S.|Umoren, Rachel A.","Ayuo, Paul O.|Gardner, Adrian|Helphinstine, Jill|Huskins, Jordan C.|Johnson, Cynthia S.|Litzelman, Debra K.|Machogu, Emily P.|Mining, Simeon|Stone, Geren S.|Umoren, Rachel A.","Ayuo, PO|Gardner, A|Helphinstine, J|Huskins, JC|Johnson, CS|Litzelman, DK|Machogu, EP|Mining, S|Stone, GS|Umoren, RA","Ayuo, PO|Gardner, A|Helphinstine, J|Huskins, JC|Johnson, CS|Litzelman, DK|Machogu, EP|Mining, S|Stone, GS|Umoren, RA"
WOS:000220240500020,"Pescosolido, BA|Wright, ER","Pescosolido, Bernice A.|Wright, ER","Pescosolido, BA|Wright, ER","Pescosolido, BA|Wright, ER"
WOS:000221452500004,"Frankel, RM|Inui, TS|Litzelman, DK|Mossbarger, DL|Suchman, AL|Williamson, PR","Frankel, Richard M.|Inui, Thomas S.|Litzelman, Debra K.|Mossbarger, David L.|Suchman, Anthony L.|Williamson, Penelope R.","Frankel, RM|Inui, TS|Litzelman, DK|Mossbarger, DL|Suchman, AL|Williamson, PR","Frankel, RM|Inui, TS|Litzelman, DK|Mossbarger, DL|Suchman, AL|Williamson, PR"
WOS:000222667800011,"Bowen, JL|Cooney, TG|Embi, PJ|Gorman, PN|Logan, JR|Yackel, TR","Bowen, JL|Cooney, Thomas G.|Embi, Peter J.|Gorman, PN|Logan, Judith R.|Yackel, Thomas R.","Bowen, JL|Cooney, TG|Embi, PJ|Gorman, PN|Logan, JR|Yackel, TR","Bowen, JL|Cooney, TG|Embi, PJ|Gorman, PN|Logan, JR|Yackel, TR"
WOS:000222757900016,"McGrew, JH|Pescosolido, B|Wright, E","McGrew, JH|Pescosolido, Bernice A.|Wright, E","McGrew, JH|Pescosolido, B|Wright, E","McGrew, JH|Pescosolido, BA|Wright, E"
WOS:000223562200013,"Bogdewic, S|Gaffney, M|Galvin, M|Lane, K|Litzelman, D|Mitchell, G|Seshadri, R|Srinivasan, M|Treadwell, P|Willis, L|Zhou, W","Bogdewic, Stephen P.|Gaffney, M|Galvin, M|Lane, Kathleen|Litzelman, Debra K.|Mitchell, G|Seshadri, R|Srinivasan, M|Treadwell, P|Willis, L|Zhou, W","Bogdewic, S|Gaffney, M|Galvin, M|Lane, K|Litzelman, D|Mitchell, G|Seshadri, R|Srinivasan, M|Treadwell, P|Willis, L|Zhou, W","Bogdewic, S|Gaffney, M|Galvin, M|Lane, K|Litzelman, DK|Mitchell, G|Seshadri, R|Srinivasan, M|Treadwell, P|Willis, L|Zhou, W"
WOS:000223799001178,"Calabrese, LH|Embi, PJ|Mandell, BF","Calabrese, LH|Embi, Peter J.|Mandell, BF","Calabrese, LH|Embi, PJ|Mandell, BF","Calabrese, LH|Embi, PJ|Mandell, BF"
WOS:000225088500010,"Martin, JK|Pescosolido, BA","Martin, JK|Pescosolido, Bernice A.","Martin, JK|Pescosolido, BA","Martin, JK|Pescosolido, BA"
WOS:000226117900612,"Baldridge, LA|Cheng, L|Eble, JN|Jones, TD|Kernek, KM|Lin, H|Lopel-Beltran, A|MacLennan, GT|Pan, C|Tretiakova, M|Yang, XJ","Baldridge, LA|Cheng, L|Eble, JN|Jones, TD|Kernek, KM|Lin, Hsien Chang|Lopel-Beltran, A|MacLennan, GT|Pan, C|Tretiakova, M|Yang, XJ","Baldridge, LA|Cheng, L|Eble, JN|Jones, TD|Kernek, KM|Lin, H|Lopel-Beltran, A|MacLennan, GT|Pan, C|Tretiakova, M|Yang, XJ","Baldridge, LA|Cheng, L|Eble, JN|Jones, TD|Kernek, KM|Lin, HC|Lopel-Beltran, A|MacLennan, GT|Pan, C|Tretiakova, M|Yang, XJ"
WOS:000226117900687,"Cheng, L|Jones, TD|Koch, MO|Lin, H","Cheng, L|Jones, TD|Koch, MO|Lin, Hsien Chang","Cheng, L|Jones, TD|Koch, MO|Lin, H","Cheng, L|Jones, TD|Koch, MO|Lin, HC"
WOS:000226238600612,"Baldridge, LA|Cheng, L|Eble, JN|Jones, TD|Kernek, KM|Lin, H|Lopez-Beltran, A|MacLennan, GT|Pan, C|Tetiakova, M|Yang, XJ","Baldridge, LA|Cheng, L|Eble, JN|Jones, TD|Kernek, KM|Lin, Hsien Chang|Lopez-Beltran, A|MacLennan, GT|Pan, C|Tetiakova, M|Yang, XJ","Baldridge, LA|Cheng, L|Eble, JN|Jones, TD|Kernek, KM|Lin, H|Lopez-Beltran, A|MacLennan, GT|Pan, C|Tetiakova, M|Yang, XJ","Baldridge, LA|Cheng, L|Eble, JN|Jones, TD|Kernek, KM|Lin, HC|Lopez-Beltran, A|MacLennan, GT|Pan, C|Tetiakova, M|Yang, XJ"
WOS:000226238600687,"Cheng, L|Jones, TD|Kock, MO|Lin, H","Cheng, L|Jones, TD|Kock, MO|Lin, Hsien Chang","Cheng, L|Jones, TD|Kock, MO|Lin, H","Cheng, L|Jones, TD|Kock, MO|Lin, HC"
WOS:000226238600792,"Cheng, L|Eble, JN|Jones, TD|Lin, H|Lopez-Beltran, A|MacLennan, GT|Tretiakova, M|Wang, X|Yang, XJ","Cheng, L|Eble, JN|Jones, TD|Lin, Hsien Chang|Lopez-Beltran, A|MacLennan, GT|Tretiakova, M|Wang, X|Yang, XJ","Cheng, L|Eble, JN|Jones, TD|Lin, H|Lopez-Beltran, A|MacLennan, GT|Tretiakova, M|Wang, X|Yang, XJ","Cheng, L|Eble, JN|Jones, TD|Lin, HC|Lopez-Beltran, A|MacLennan, GT|Tretiakova, M|Wang, X|Yang, XJ"
WOS:000226494200015,"Aalsma, MC|Eisenberg, ME","Aalsma, Matthew C.|Eisenberg, ME","Aalsma, MC|Eisenberg, ME","Aalsma, MC|Eisenberg, ME"
WOS:000227107300034,"Aalsma, MC|Azzouz, F|Fortenberry, JD|LeJeune, BC|Zimet, GD","Aalsma, Matthew C.|Azzouz, Faouzi|Fortenberry, J. Dennis|LeJeune, Brenna C.|Zimet, Gregory D.","Aalsma, MC|Azzouz, F|Fortenberry, JD|LeJeune, BC|Zimet, GD","Aalsma, MC|Azzouz, F|Fortenberry, JD|LeJeune, BC|Zimet, GD"
WOS:000227107300036,"Aalsma, MC|Azzouz, F|Fortenberry, JD","Aalsma, Matthew C.|Azzouz, Faouzi|Fortenberry, J. Dennis","Aalsma, MC|Azzouz, F|Fortenberry, JD","Aalsma, MC|Azzouz, F|Fortenberry, JD"
WOS:000227406900003,"Christakis, DA|Ebel, BE|Garrison, MM|Rivara, FP|Wiehe, SE","Christakis, DA|Ebel, BE|Garrison, MM|Rivara, FP|Wiehe, Sarah E.","Christakis, DA|Ebel, BE|Garrison, MM|Rivara, FP|Wiehe, SE","Christakis, DA|Ebel, BE|Garrison, MM|Rivara, FP|Wiehe, SE"
WOS:000227858700004,"McLeod, JD|Pescosolido, BA|Takeuchi, DT","McLeod, JD|Pescosolido, Bernice A.|Takeuchi, DT","McLeod, JD|Pescosolido, BA|Takeuchi, DT","McLeod, JD|Pescosolido, BA|Takeuchi, DT"
WOS:000228450900397,"Bogdewic, S|Counsell, SR|Frank, K|Frankel, R|Inui, T|Litzelman, D|Westmoreland, GR","Bogdewic, Stephen P.|Counsell, Steven R.|Frank, Kathryn I.|Frankel, Richard M.|Inui, Thomas S.|Litzelman, Debra K.|Westmoreland, Glenda R.","Bogdewic, S|Counsell, SR|Frank, K|Frankel, R|Inui, T|Litzelman, D|Westmoreland, GR","Bogdewic, S|Counsell, SR|Frank, KI|Frankel, R|Inui, T|Litzelman, DK|Westmoreland, GR"
WOS:000228450900529,"Counsell, CR|Litzelman, DK|Westmoreland, GR","Counsell, CR|Litzelman, Debra K.|Westmoreland, Glenda R.","Counsell, CR|Litzelman, DK|Westmoreland, GR","Counsell, CR|Litzelman, DK|Westmoreland, GR"
WOS:000228831000052,"Frankel, RM|Inui, TS|Litzelman, DK|Mossbarger, DL|Suchman, A|Williamson, PR","Frankel, Richard M.|Inui, Thomas S.|Litzelman, Debra K.|Mossbarger, David L.|Suchman, Anthony L.|Williamson, Penelope R.","Frankel, RM|Inui, TS|Litzelman, DK|Mossbarger, DL|Suchman, A|Williamson, PR","Frankel, RM|Inui, TS|Litzelman, DK|Mossbarger, DL|Suchman, A|Williamson, PR"
WOS:000228831000249,"Bizjack, S|Clark, J|Embi, PJ|Harris, CM|Hornung, RW|Jain, A","Bizjack, S|Clark, J|Embi, Peter J.|Harris, C. Martin|Hornung, RW|Jain, Anil","Bizjack, S|Clark, J|Embi, PJ|Harris, CM|Hornung, RW|Jain, A","Bizjack, S|Clark, J|Embi, PJ|Harris, CM|Hornung, RW|Jain, A"
WOS:000229008900007,"Croghan, TW|Pescosolido, BA|Schnittker, J","Croghan, TW|Pescosolido, Bernice A.|Schnittker, J","Croghan, TW|Pescosolido, BA|Schnittker, J","Croghan, TW|Pescosolido, BA|Schnittker, J"
WOS:000230047100005,"Christakis, DA|Ebel, BE|Garrison, MM|Rivara, FP|Wiehe, SE","Christakis, DA|Ebel, BE|Garrison, MM|Rivara, FP|Wiehe, Sarah E.","Christakis, DA|Ebel, BE|Garrison, MM|Rivara, FP|Wiehe, SE","Christakis, DA|Ebel, BE|Garrison, MM|Rivara, FP|Wiehe, SE"
WOS:000232207801059,"Becker, E|Booros, J|Corbo, AM|Cuthbertson, D|Dion, J|Embi, PJ|Krischer, JP|Kullman, JA|Merkel, PA|Schauble, JE|Young, K","Becker, E|Booros, J|Corbo, AM|Cuthbertson, D|Dion, J|Embi, Peter J.|Krischer, JP|Kullman, JA|Merkel, PA|Schauble, JE|Young, K","Becker, E|Booros, J|Corbo, AM|Cuthbertson, D|Dion, J|Embi, PJ|Krischer, JP|Kullman, JA|Merkel, PA|Schauble, JE|Young, K","Becker, E|Booros, J|Corbo, AM|Cuthbertson, D|Dion, J|Embi, PJ|Krischer, JP|Kullman, JA|Merkel, PA|Schauble, JE|Young, K"
WOS:000232759500017,"Bizjack, S|Clark, J|Embi, PJ|Harris, CM|Hornung, R|Jain, A","Bizjack, S|Clark, J|Embi, Peter J.|Harris, C. Martin|Hornung, RW|Jain, Anil","Bizjack, S|Clark, J|Embi, PJ|Harris, CM|Hornung, R|Jain, A","Bizjack, S|Clark, J|Embi, PJ|Harris, CM|Hornung, RW|Jain, A"
WOS:000233760700010,"D'Onofrio, BM|Emery, RE|Heath, AC|Madden, PA|Martin, NG|Slutske, WS|Turkheimer, E","D'Onofrio, Brian M.|Emery, Robert E.|Heath, Andrew C.|Madden, Pamela A. F.|Martin, Nicholas G.|Slutske, Wendy S.|Turkheimer, Eric","D'Onofrio, BM|Emery, RE|Heath, AC|Madden, PA|Martin, NG|Slutske, WS|Turkheimer, E","D'Onofrio, BM|Emery, RE|Heath, AC|Madden, PA|Martin, NG|Slutske, WS|Turkheimer, E"
WOS:000234963600004,"Aalsma, MC|Cox, AD|Cox, DS|Fortenberry, JD|Katzenstein, JM|Zimet, GD","Aalsma, Matthew C.|Cox, AD|Cox, DS|Fortenberry, J. Dennis|Katzenstein, JM|Zimet, Gregory D.","Aalsma, MC|Cox, AD|Cox, DS|Fortenberry, JD|Katzenstein, JM|Zimet, GD","Aalsma, MC|Cox, AD|Cox, DS|Fortenberry, JD|Katzenstein, JM|Zimet, GD"
WOS:000234963600066,"Aalsma, MC|Bernstein, DI|Cunningham, NC|Rosenthal, SM|Zimet, GD","Aalsma, Matthew C.|Bernstein, DI|Cunningham, NC|Rosenthal, SM|Zimet, Gregory D.","Aalsma, MC|Bernstein, DI|Cunningham, NC|Rosenthal, SM|Zimet, GD","Aalsma, MC|Bernstein, DI|Cunningham, NC|Rosenthal, SM|Zimet, GD"
WOS:000234963600098,"Cavins, JW|Fortenberry, D|Wiehe, SE","Cavins, JW|Fortenberry, J. Dennis|Wiehe, Sarah E.","Cavins, JW|Fortenberry, D|Wiehe, SE","Cavins, JW|Fortenberry, D|Wiehe, SE"
WOS:000235342500004,"Aalsma, MC|Lapsley, DK","Aalsma, Matthew C.|Lapsley, DK","Aalsma, MC|Lapsley, DK","Aalsma, MC|Lapsley, DK"
WOS:000235798200013,"Bennett, SJ|Litzelman, DK|Meyer, L|Perkins, SM|Vaughn, M|Wright, A|Wu, JW","Bennett, SJ|Litzelman, Debra K.|Meyer, L|Perkins, Susan M.|Vaughn, M|Wright, Adam|Wu, Jingwei","Bennett, SJ|Litzelman, DK|Meyer, L|Perkins, SM|Vaughn, M|Wright, A|Wu, JW","Bennett, SJ|Litzelman, DK|Meyer, L|Perkins, SM|Vaughn, M|Wright, A|Wu, JW"
WOS:000235817200003,"Aalsma, MC|Fortenberry, JD|Orr, DP|Sayegh, MA","Aalsma, Matthew C.|Fortenberry, J. Dennis|Orr, Donald P.|Sayegh, M. Aaron","Aalsma, MC|Fortenberry, JD|Orr, DP|Sayegh, MA","Aalsma, MC|Fortenberry, JD|Orr, DP|Sayegh, MA"
WOS:000236698300008,"Aalsma, MC|Flannery, DJ|Lapsley, DK","Aalsma, Matthew C.|Flannery, DJ|Lapsley, DK","Aalsma, MC|Flannery, DJ|Lapsley, DK","Aalsma, MC|Flannery, DJ|Lapsley, DK"
